Mixture name,Dataset,CCCC,CCCCC,CCCCCC,CCCCCCCC,CCCCCCCCC,CCCCCCCCCC,CCCCCCCCCCC,CCC(C)C,CCC(C)(C)C,CC(C)C(C)C,CCCC(C)C,CCC(C)CC,CC(C)CC(C)C,CCC(C)(C)CC,CCCCC(C)C,CCCC(C)CC,CC(C)CC(C)(C)C,CCC(C)C(C)(C)C,CC(C)CCC(C)C,CCC(C)CC(C)C,CC(C)C(C)C(C)C,CCC(C)(C)C(C)C,CCCC(C)C(C)C,CCCCCC(C)C,CCCC(C)CCC,CCCCC(C)CC,CCCC(CC)CC,CC(C)CCC(C)(C)C,CC(C)CC(C)C(C)C,CCCC(C)CC(C)C,CC(C)CCCC(C)C,CCC(C)CCC(C)C,CCCC(CC)CCC,CCCCC(C)CCC,CCCCCCC(C)C,CCCCCC(C)CC,CCCC(C)CC(C)(C)C,CCC(C)CCCC(C)C,CCC(C)CCCC(C)(C)C,CCC(C)C(C)CCC(C)C,c1ccccc1,Cc1ccccc1,CCc1ccccc1,Cc1cccc(C)c1,Cc1ccc(C)cc1,Cc1ccccc1C,CCCc1ccccc1,CCc1cccc(C)c1,CCc1ccc(C)cc1,Cc1cc(C)cc(C)c1,CCc1ccccc1C,Cc1ccc(C)c(C)c1,Cc1cccc(C)c1C,CCCc1cccc(C)c1,CCc1cc(C)cc(C)c1,CCc1ccc(C)cc1C,CCc1ccc(C)c(C)c1,CCc1c(C)cccc1C,Cc1cc(C)c(C)cc1C,Cc1cc(C)c(C)c(C)c1,Cc1ccc2ccccc2c1,Cc1ccc2CCCc2c1,Cc1cccc2CCCc12,C1CCCC1,CC1CCCC1,C1CCCCC1,CC1CCCCC1,C[C@H]1CCC[C@H](C)C1,C[C@@H]1CCCC[C@@H]1C,CCC1CCCCC1,CC1CCCC(C)(C)C1,C[C@H]1CC[C@H](C)[C@@H](C)C1,C[C@@H]1CC[C@@H]([C@H](C1)C)C,CC1CCC(C)C(C)C1,CCCC1CCCC1C,CC[C@H]1CC[C@H](CC)C1,CCC1(C)CCCCC1,CCCCC=C,CCCC(C)=CCC,CCO,CCCCC(C)(C)C,CCc1ccc(CC)cc1,CCc1cc(C)ccc1C,CCc1cccc(C)c1C,c1ccc2ccccc2c1,CC1Cc2ccccc2C1,C[C@@H]1CC[C@H](C)CC1,CC1(C)CCCCC1,CCCC(C)C(C)(C)C,CCCCCC(C)CCC,CCCC1CCCC1,CCC1CCC(C)CC1,CC1CCCCC1(C)C,CCCCCCC=C,CC(C)=CC(C)(C)C,CCCCCCC,COC(C)(C)C,CCCCCCCCCCCC,CCC(C)C(C)C,CCC(CC)CC,CCC(CC)C(C)C,CCC(C)CC(CC)CC,CCCCCCCC(C)C,CCCCCCC(C)CC,CC(C)c1ccccc1,CC(C)(C)c1ccccc1,CC(C)c1cccc(C)c1,Cc1ccc(cc1)C(C)(C)C,CCc1ccc(cc1)C(C)C,CCc1cc(C)cc(CC)c1,CCCCc1ccccc1C,CCc1c(C)c(C)cc(C)c1C,CC1Cc2ccccc2C1C,CC1=CCc2ccccc12,C[C@H]1CC[C@H](C)C1,C[C@H]1CC[C@@H](C)C1,C[C@@H]1CCC[C@H]1C,CCC1CCCC1,C[C@@H]1CC[C@@H](C)C1C,CCCC=C,CC/C=C/C,CC\C=C/C,CC\C=C\CC,CC\C=C/CC,CCC/C=C/C,CCC(C)=C,CC=C(C)C,CC(C)C(C)=C,CCCC(C)=C,CCC=C(C)C,CC\C(C)=C/C,C1CC=CC1,CC1CC=CC1,CC1=CCCC1,CC(C)CCCC=C,CC(C)O,CCC,CC(C)C,C/C=C/C(C)C,CCC\C=C/C,CCC(C)(C)C=C,CCC(C)C=CC,CCC/C=C/CC,CCC\C(C)=C/C,CC\C=C(/C)CC,CCCC/C=C/C,CCC(C)=C(C)C,CCCC\C=C/C,C[C@@H]1CCC[C@@H]1C,CC1CC(C)C(C)C1,C[C@H]1CC[C@@H](C1C)C,CC1CCC(C)C1C,C[C@@H]1CC[C@@H](C)CC1,CC[C@H]1CC[C@H](C)C1,CCC1CCCC1C,CCCC/C=C/CC,CC(C)C1CCCC1,CC1CCC(C)(C)CC1,CCCC(C)(C)CCC,CCCC(C)C(C)CC,CCCCC(CC)CC,CCCCC1CCCC1,CCCCCC(C)C(C)C,CCCCC(C)CCCC,C1Cc2ccccc2C1,CCc1cccc(CC)c1,CCCc1ccc(C)cc1,CCCc1ccccc1C,CCCc1ccccc1CC,CC(C)c1cccc(c1)C(C)C,CC(C)c1ccc(cc1)C(C)C,CCc1ccc(cc1)C(C)(C)C,CCCc1cccc(CCC)c1,CCc1cc(CC)cc(CC)c1,CCCCCCc1ccccc1,CC(C)=CCO,CCOC(C)(C)C,CCC(C)(CC)CC,CCC(C)C(C)CC,CCC(C)C(C)C(C)C,CCCCCCCC=C,CC1(C)CCCC1,CC[C@@H]1CC[C@H](C)C1,CC(=C)CC(C)(C)C,CCC(C)CC(C)(C)CC,CC[C@@H]1CCC[C@H]1C,CCCCC(C)CCC(C)C,CC(C)CC(C)CC(C)C,CCC(C)CCC(C)CC,CCc1ccccc1C(C)C,CC(C)C(C)c1ccccc1,C[C@H]1CC[C@H](C)C1C,C\C=C\C,CC(C)C=C,CC(C)CC=C,C\C=C/C(C)C,C[CH]=[C]=[CH2],CC(C)(O)C=C,CC1=CCC(CC1)C(C)(C)O,CC(C)CCO,CO,CCC(C)CO,CCCCCCCCCCCCCCCC,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,Cc1cccc2ccccc12,C1CCC2CCCCC2C1,CC(C)c1cc(cc(c1)C(C)C)C(C)C,CCCCCCCCCCCCCCCCCC,CCCCC1CCCCC1,CC(C)C1CC(CC(C1)C(C)C)C(C)C,C1CCc2ccccc2C1,CCCCCCCCCCCCCCCC(C)C,C1CCC2C(C1)CCC3CCCCC23,CCCCCCCCCCCCCCCCCCCC,CCCCO,CCCC(C)(C)C,CC1CCC(C)(C)C1,CC1CCCC(C)C1C,CC(C)CCCCC(C)C,CCC(C)CC(C)C(C)(C)C,CCCCCCCCCCCCCC,RON,MON,index,CCCCCO,CCCO,C1CCOC1,Cc1oc(C)cc1,CCCC1CCCCC1,C1CCC=CC1,CCCCCC(C)=O,CCC(C)=O,C1CCCCCC1,CCCCc1ccccc1,CCC(C)CC=C,CC(C)C(C)(C)C,CC(C)COC(C)=O,CCCCCCO,CC(C)=C(C)C,CC1=CCCCC1,CC1=CCC=CC1,C1C=CCC=C1,CCCCC=C(C)C,CCCCCCC#C,CC(C)Cc1ccccc1,C/C=C/c1ccccc1,CCCC(C)C=O,CCC(C)C=C,CC1CCC(C)O1,CCCCC(C)=C,CCCC(=O)CCC,CC(C)CCOC(C)=O,Cc1occc1,CC(C)c1ccc(C)cc1,CCCCC(=O)OCC,CC(C)=O,C1CC=CC=C1,C1CCOCC1,O=C1CCCCC1,CCC(C)c1ccccc1,CCCCCC=C,C=CCc1ccccc1,COC(=O)C(C)C,CC(C)CC(C)=O,CC(=C)c1ccccc1,CCCC(C)=O,C=Cc1ccccc1,CCCCCC(C)O,COc1ccccc1,CCCC(=O)OCC,Cc1ccc(C)c(C)c1C,CCCCCC(=O)OC,CCCCCc1ccccc1,CC(=C)C(C)(C)C,COC(C)=O,CCOC(C)=O,CC1CCCO1,CCC(=C)CC,CCC(C)C(=O)OC,C1CCCCCCC1,CCCCC(=O)OC,CC\C(C)=C\C,C1C=CC2C3CC(C=C3)C12,CCCC(C)O,CCC\C=C\C,CC(C)C(C)=O,CCC(C)O,CC(C)CO,CCCCOC(C)=O,CC(C)C1CCCCC1,CCOC(=O)C(C)C,CCCCCC(C)=C,CC(C)=Cc1ccccc1,CC(C)C(=O)C(C)C,CC1CCC=CC1,CC(C)(C)O,C[C@@H]1CCC[C@@H](C1C)C,C[CH]=[C]1CC[CH2]CC1,CCC1=CCCC1,C=CCCC=C,CC/C=C(C)/CC,C1CC[C@H]2CCC[C@H]2C1,C[C@H]1C[C@H](C[C@H](C1)C)C,CC(C)=CC=C(C)C,CC/C=C/C(C)(C)C,CC=CC,COc1ccc(C)cc1,CCCCCC=CC,CCCC=C(C)C,CC(C)CCCC([O-])=O,CCC(C)(C)C1CCCCC1,CC(=C)C(C)=C,CCOC(=O)CCC(C)=O,CCC(C(C)C)C(C)C,CC(C)C1CC1,C1CC[C@@H]2CCC[C@H]2C1,CCC(CC)(CC)CC,CCCC#CCCC,CCC1CC2CCC1C2,CC,CCCC(C)c1ccccc1,CCCC(CC)C(CC)CCC,Cc1ccccc1CC=C,C1COC=CC1,CC/C=C/CC(C)C,CCCC(C)C(C)=C,CC1CCC(CC1)C(C)C,C1CC1CC2CC2,CCC(CC)C=C,C1C=CC=C1,CC(C)CCC=C,C[C@H]1CCC[C@@H](C)C1,CCCC(C)=C(C)C,CC=CC(C)C,CC(C)C=C(C)C,CCC/C=C/C(C)C,CC=C,C1CCC(C1)C2CCCC2,CC1CC1,CCC1CCC(C)C1,CC(C)CC#C,CCCC\C=C\C,CCCCOC(=O)CCC,CC(C)\C=C\C(C)C,C/C=C/C(C)(C)C,CCC(C)(C)C(C)(C)C,C=CC1CCCC1,CCC[C@H]1CCCC[C@H]1C,CC(C)c1ccccc1C,CC12CCC(CC1)C(C)(C)O2,C[C@@H]1CCCC[C@H]1C,CCC(C)(C)C(C)=C,C[C@H]1C[C@@H](C[C@@H](C1)C)C,C[C@@H]1C[C@@H]1C,CCCCCCCCC(C)C,CC(C)CC=C(C)C,CCC1CC1,CC1=CCC2CC1C2(C)C,CCC\C(C)=C\C,CC1(C)CCC=CC1,CC1CC(C)(C)CC=C1,CCC(=C)C(C)C,CCC1CCC1,CCC1CCC=C1,C=CC1CCCCC1,CCCC(C)(C)C(C)(C)C,CCC1CCCCCC1,CC(C)CC(C)=C,CC1C[C@H](C)[C@H](C)C1,CC(C)CC1CCCC1,CC=C1CCCC1,CCOC(=O)C(C)O,C[C](C)=[C]=[CH2],CCCC(C)(C)CC,CCC(CC)=C(C)C,CC(=C)C1CC1,CCC(C)(C)c1ccccc1,C=CCC1CCCC1,CCC(C)C1CCCCC1,C/C=C(/C)C(C)C,CC/C=C/C(C)C,CC1(C)C2CCC(=C)C1C2,CCC1(C)OC(C)C(C)O1,CC(=C)CCC(C)=C,CC(C)C(C)C=C,CCCCOC(=O)CCC(=O)C,CCC(C)C(C)=C,CC(C)CC1CCCCC1,CC1(C)CC1(C)C,CC(C)\C=C/C(C)C,CCCCCC(=O)OCC,CCCC(CC)(CC)CC=C,CC1CCC2CC1C2(C)C,CC(C)C1(C)CCC(C)C(C)C1,CC\C=C/C(C)(C)C,CC(=C)C=C,CC1CC1(C)C,CC=CC=CC,CCC(CC)C(C)=C,CCC\C=C\CCC,CC1=CCC2C(C1)C2(C)C,CC1=C(C)CCCC1,CCC1=CCCCC1,o1cccc1,CCOC(C)CC(=O)OCC,CCC(C)/C=C/C,CC1CCC(=O)O1,CC1CC=CC(C)(C)C1,CCCC(C)C=C,C/C=C/CC(C)C,CCCCCCC(C)(C)C,C=C,CCCC(O)CC,CC(C)OC(C)=O,CCCC(C)CO,CCC(=O)CC,CCC#CC,CC(C)C12CCC(C)(CC1)O2,O=Cc1occc1,CCCC(CC)(CC)CCC,CCCC#CCC,COC(=O)c1ccccc1,CCCCC1CCCCC1C,C#C,CCCCC1CCCC(C)C1,OCc1ccccc1,CCCCCC#C,CCCCC1CCC(C)CC1,CCC1CCCC(C)C1,CCCC1CCC(C)CC1,CC(=C)CCO,CCC\C=C/CC,C[C@@H]1C[C@H]1C,CCC=C(C)CC,C[C@H]1CC[C@H](CC1)C(C)C,CCC1CCCCC1C,CC(C)OC(C)C,CC(C)CC(C)O,CCC(CC)=CC,CC(C)C(C)=C(C)C,O=C1CCCC1,CCC(C)(C)OC,CC(C)(C)CC=C,CCC(O)CC,CCCC(=O)OC,CC(C)(C)C=C,C1C=Cc2ccccc12,CC(=C)C1(C)CCC(=C(C)C1)C,CC=C(C)C(C)(C)C,CC(C)(C)C1CCCCC1,CCC=C,CC=CCCC(C)C,CC(C)C12CCC(=C)C1C2,CCC(CC)C(C)(C)C,C=CC1CCC=CC1,CCCC1CCCCC1C,CCC=CC,CC#CC,CCC[C@@H]1CCCC[C@H]1C,CC(C)(C)C,CC(=C)C1CCC(=CC1)C,C[C@H]1CCC[C@@H](C1C)C,C\C=C/c1ccccc1,C\C=C/C(C)(C)C,CCCCCC(C)(C)C,CCC(C)(C)O,COC(OC)c1ccccc1,CC(C)=CCCC(=C)C=C,CC(=C)[C@@H]1CCC(=CC1)C,CCCC1CCCC(C)C1
TPRF 30,test,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC 15,test,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBOB5,test,0.036487001073147,0.127739121404091,0.122823415377159,,,,,0.182642711254197,,0.0381140305327656,0.100979679440578,0.0658773842905113,0.0639041783501229,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186242946654204,,,,,,,,,,,,,,,,,,,,,,,0.0155087063384913,0.0848132377886246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0185550593692664,0.0076158825769377,0.0046041471942396,,0.0093121473327102,0.0080659120019385,0.0357254128154533,,0.0038771765846228,0.0121161768269463,0.006542735486551,,,0.0091736767404022,,,,0.0087928826115553,,0.0035656177519299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145394121923356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRF 35,test,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF-OL + 75 vol% eth,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132983869025952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732169742774063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134846388199985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.084159834003,89.0528189256203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACE_C+E60,test,0.011163301409138,0.0454909615892962,0.040330222249334,,,,,0.0271172654995018,,0.0074950690335305,0.0022733280465239,0.0013054352467516,0.0181093556192683,,0.0010654954350434,0.0008946908233188,0.109197014986071,0.0025010675288232,0.0081579535980804,0.0110006303503527,0.0312247097338294,0.0221517314300819,0.008625632892088,,,,,,,,,,,,,,,,,,,,,,,,0.000683218446898,0.0024603997641269,0.0011386974114967,0.0015169076231724,0.001797515199577,0.005095670916448,0.0009312918115455,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,0.0282437625815897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006954187763069,0.0007930214115781,0.0008865572703796,0.0010288944468167,,0.0056040179751519,,0.0005368144939913,,0.0004839463998861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACE_F,test,0.0211531623063246,,,,,,,0.0849987299974599,0.0464414528829057,0.013014986029972,0.0045313690627381,0.002021844043688,0.036758953517907,0.0014122428244856,0.0188976377952755,0.0236626873253746,0.216408432816865,0.0056286512573025,0.0169672339344678,0.0218440436880873,0.057261874523749,0.0485547371094742,0.0157175514351028,,,,,,,,,,,,,,,,,,,,0.0111455422910845,0.0340970281940563,0.0143662687325374,0.0161442722885445,,,,,0.0017068834137668,,,,,,,,,,,,,0.103337566675133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0210922021844043,,,0.0542849885699771,0.0021844043688087,0.0013614427228854,,,,,,,,,,,,,,,,0.0010668021336042,,,,,,,,,,,,0.0903327406654813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013614427228854,0.0015951231902463,0.0012395224790449,,,0.0081178562357124,,0.0012903225806451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRF 2 + 60,test,,,,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,,,,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRF 50,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRF 55,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACE_G,test,0.0399999999999999,0.007584300718629,0.0050082918739635,0.0055831951354339,0.0026644555002763,,,0.0050967385295743,0.0370591487009397,,0.0210060807075732,0.0123493642896627,0.0171697070204532,,0.0164953012714206,0.0171365395245992,0.0978220011055831,0.0025649530127142,0.0060254284134881,0.0084798231066887,0.0315865118850193,,,0.0051299060254284,0.0017247097844112,,,0.0054394693200663,,,,,,,,,,,,,0.0044665561083471,0.0398120508568269,0.0061249309010503,0.0153123272526257,0.0059259259259259,0.0188280818131564,,0.0225760088446655,,0.0290768380320619,0.0224765063571033,0.0985295743504698,0.0185516860143725,,0.0058706467661691,,0.0068546158098396,0.0034162520729684,0.0043228302929795,,,,,0.0836926478717523,0.0088778330569375,0.0029850746268656,0.0060475400773908,0.0032725262576008,,,,,,,,,,0.0035820895522388,,0.0027197346600331,,,0.0027971254836926,,,,,,,,,,,,,0.0133443891652846,,0.0020011055831951,0.0332669983416251,0.001967938087341,0.0069762299613045,0.0631619679380873,0.0019458264234383,0.001934770591487,0.0034383637368711,0.0018794914317302,0.0026755113322277,0.002155887230514,0.0040464344941956,0.0029629629629629,0.0039800995024875,0.0042896627971254,0.0058153676064123,0.0012824765063571,0.0035931453841901,0.0031509121061359,0.0026423438363736,0.0018021006080707,0.0021890547263681,0.0033499170812603,0.0087230514096185,0.0048645660585959,0.0015257048092868,0.0031177446102819,0.003526810392482,0.0070425649530127,0.0135655058043117,0.0072857932559425,0.0021669430624654,0.002310668877833,0.0037810945273631,0.0015588723051409,0.0015588723051409,0.0030735212824765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF-P2 + 20 vol% isopropanol,test,,0.351909237888318,0.168421393668262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304275114527744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175394253915674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6954813359528,74.5435684647303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
